tweet,class
Life RT ACHussle Im not giving these hoes free meals so they can go lay up with the dude they cant get over Nope,Offensive Speech
Life aint nothin but bitches and money,Offensive Speech
Life aint shit but bitches amp money,Offensive Speech
Life aint nuthin but bitches and money icecube nwa,Offensive Speech
Life aint shit but bitches an money i pass that weed like i studied,Offensive Speech
Life aint shit but bitches and money,Offensive Speech
Life be my bitch and that hoe move when I say so 128175 httptcoezO2QUqVhu,Offensive Speech
Life comes at you fast RT INDXGO Guys today I found out that Im a side hoe 128533128529128530,Offensive Speech
Life is a bitch but I appreciate her,Offensive Speech
Life is a bitch but every dog has its day,Offensive Speech
Life is a bitch but every dog has its day,Offensive Speech
Life is a bitch but I appreciate her mayne,Offensive Speech
Life is only unfair if youre a cunt,Offensive Speech
Life is too fuckin short for free bird,Offensive Speech
Life would be so much doper if you could order pussy like you do pizza,Offensive Speech
Lifes a bitch amp then you die,Offensive Speech
Lifes a bitch then you die Tony,Offensive Speech
Lifes a bitch and then ya die thats why we get high,Offensive Speech
Light skin girls is the biggest hoes,Offensive Speech
Light skin niccas always wanna try to be Ike Turner Lol RT LuckyLucci5 VonshayeB only if u can take one back128514128514128514,Offensive Speech
Light skin niggah 128514,Offensive Speech
Lighting my pretty ass up w them yellow stars lls,Offensive Speech
Lightskins and Spanish girls be acting like breaking niggas hearts is a necessity Stop being cruel bitch,Offensive Speech
Lightskins be like RT TheOnlyCorae Yall got me fuck up Im dicking down them young PV18 bitches for there refund check I got to pay rent,Offensive Speech
Like Buddha gives a SHIT about Obama or some other fuckin NAZI FUCK socialist retard with a fuckin iphone DONT MAKE ME LAUGHgt,Offensive Speech
Like  hoes aint gone be satisfied until some more bodies come up missing in Hattiesburg  Let me be the FIRST to tell you,Offensive Speech
Like Baathists before them ISIS amp Al Qaeda supporters rivalry is as absurd as their cause  battling for whos the more authentic Jihadi,No Hate and No offensive Speech
Like HELLO my feet were clearly on the back of the desk bitch,Offensive Speech
Like I cant have niggas thinkin hotep talk time is apart of my party sets,Offensive Speech
Like I said fuck a LeBron His fan base bandwagons dick riders amp loyal ass eaters I dont like bitch niggas amp those that love one,Offensive Speech
Like Nike bitch just do it,Offensive Speech
Like a skinny model boney bitch,Offensive Speech
Like a woman to tell you what she wants you to do without sounding like a bossy demanding bitchThe art to that is sexy,Offensive Speech
Like bad kids bitch we reckless,Offensive Speech
Like bitch 128171,Offensive Speech
Like bitch that aint even attractive Smh,Offensive Speech
Like bitch y u aint do that in the first place,Offensive Speech
Like bitch youre a man That means You dont show fear or pain You be strong when others cant,Offensive Speech
Like damn hoe I gave you a chance when you was average Why you aint beauty make over when we was together,Offensive Speech
Like dont play with me bitch,Offensive Speech
Like freaky bitch but I fucks with her,Offensive Speech
Like fucc I got into it wit my mama ajay the damn lunch lady duddy montea lowkey amp some lit raggedy hoe 128514128557 all in one day,Offensive Speech
Like god damn you dirty bitch,Offensive Speech
Like keke say real niggas got a heart too it just take a real bitch for him to show it,Offensive Speech
Like lex so fine she can have all my hoes imma make my husband by her a Lamborghini,Offensive Speech
Like literally after Im done texting someone when I dont text back I slide the bitch to the left  Id win that money,Offensive Speech
Like my 3rd grade teacher used to say you either eat pussy or you are one whats it gonna be JBilinovich JZolly23,Offensive Speech
Like my momma said dont waste yo time on plzing des fake ass bitches and bum ass dudes cause they aint gone get u nowhere but pregnant and,Offensive Speech
Like my twat,Offensive Speech
Like out of no where youve become an inconsiderate bitch and Im BEYOND done with your shitty attitude backup,Offensive Speech
Like real shit dude da closest nicca I done seen to AI,Offensive Speech
Like she got a death touch RT Tenebriscor This bitch standing in front of me looking like rogue from the xmen,Offensive Speech
Like some nigga lie to bitches amp wonder why they go crazy  That aint me,Offensive Speech
Like stop being a bitch for 32 seconds,Offensive Speech
Like that bitch Ernest or somebody,Offensive Speech
Like the hoes when they lay w me Puppy eyes when I go Sayin stay wit me,Offensive Speech
Like the song French got all the black bitches mad because my main bitch strawberry Lololol,Offensive Speech
Like these nigguhs pussy theres no other thesis,Offensive Speech
Likka downtown bitch at a secondline RT BallHawkCarter Man yeah thats ball game Teddy Bridgewater gettin in  we hit 03,Offensive Speech
Lil 16 yo in trouble for beatin a bitch showing the judge zero respect Lol brooklyn niggas and they temper,Offensive Speech
Lil Kim really made herself trash smh 128148,No Hate and No offensive Speech
Lil Wayne has fucked every bad bitch in the game,Offensive Speech
Lil bitch,Offensive Speech
Lil bitch ass,Offensive Speech
Lil bitch but her ass move 128541128540128540128540,Offensive Speech
Lil bitch coulda let me go I was right by my house ,Offensive Speech
Lil bitch dumb128514128514128514,Offensive Speech
Lil bitch with enough ass ampamp a future 128525128536,Offensive Speech
Lil cuz need to help a bitch out,Offensive Speech
Lil dumb ass bitch I aint fucking with you,Offensive Speech
Lil hoe tweets on point,Offensive Speech
Lil riri sittin pretty while u bitches layin petty,Offensive Speech
Lil seaside hoes walkin to our side For whaaat128514,Offensive Speech
Lilly just tried to climb up a tree after a bird and completely failed oh my god 128514,No Hate and No offensive Speech
Lima fears change but yet wants to bitch about how much it sucks 128529,Offensive Speech
Listen to her Aaliyah She curving you on the low iDntWearCondoms What it mean if a girl thinks u have the hoes but u dont,Offensive Speech
Listening to the Latina women talk about their baby daddys andbeating bitches asses makes being in the sub at 9am worth ita little bit,Offensive Speech
Listing to my dumb ass mom amp just getting my eyebrows done at a new place the bitch fucced them up amp I have picture day tomorrow 128529,Offensive Speech
Literally every man in my fam copped a bad white bitch as a wife I aint even boutta break da chain Unless a latina comes around,Hate Speech
Literally in the middle of the ghetto and these people look scary,No Hate and No offensive Speech
Literally just got shit on by a seagull Youre gonna fuckin die bird,Offensive Speech
Literally just got up and the first thing I did was chug a huge glass of water,No Hate and No offensive Speech
Literally was in the best mood and bitches literally killed my vibe,Offensive Speech
Litterally cant wait for this weekend with my bad bitches 128527,Offensive Speech
Little bitch,Offensive Speech
Little bitty bumble bee128029128029 bumblebee httptcoWgYL5UpjQq,No Hate and No offensive Speech
Little fucking gook who smells like shit An than thinking theyre the motherfuckin boss THE FUCK,Hate Speech
Little things can just kill a negros mood man,No Hate and No offensive Speech
Live birds found in Elmo doll at USMexico border from AP httptcoJCH9HQVlPl,No Hate and No offensive Speech
Living with my bitches live laurenborrelli Kathinator6 jennasaispas httptcoc3vy1xuOHa,Offensive Speech
Living with my bitches hashtag live httptco9jKAYWGeVZ,Offensive Speech
Lmao 128075RT FreakyT252 8220VonshayeB My nicca RT FreakyT252 1279361279361279368221 wat fool,Offensive Speech
Lmao 128681on the play RT FunnyJulius getting pussy is so easy when they believe youre Omar Eppss brother or The Steelers Head Coachs son,Offensive Speech
Lmao 171MickDaddy 171TylerIAm I mean damn bitch you was almost ready 20 minutes ago httptcoDtQGxJKJv7187187,Offensive Speech
Lmao I look like some 80s retard today httptcoZGFv8Z3hQc,Offensive Speech
Lmao Lebrons expression says it all RT 8220InkMyHoleBody This nigga is a fuckin faggot httpstcoGSGhiZMdmW8221,Hate Speech
Lmao RT 80sbaby4life The food aint gon run from you FAT bitch,Offensive Speech
Lmao RT A2daO Yeah that pussy yours Cee RT YolaC Come get some breakfast from Boom RT CeeRoss Breakfast PLZ,Offensive Speech
Lmao RT Handsomeesco55 If u live wit ya girl and u do dishes u a faggot,Hate Speech
Lmao RT Luvv55st So none of you bitches on my tl dirty Salad ExtraDressing,Offensive Speech
Lmao RT MoeMartin44 The in soles in Reebok Classics cant even handle the diabetic weight Rick Ross holds,No Hate and No offensive Speech
Lmao RT MoeMartin44 Yo a cooned out nigger boy,Offensive Speech
Lmao RT checkmyaura 128514RT malik07 Thats all it take  Ima start lifting bitches up after the club too,Offensive Speech
Lmao RT iPOSTBADTWEETS Lowkey Peyton Manning trash,No Hate and No offensive Speech
Lmao bitches is crazyafter reading the first sentence to yaself jus see how dumb you sound ASideBitchMadeThis httptcoPkvTaScEcV,Offensive Speech
Lmao chill spook RT BakeGriffin You think you Better than niggas cause you in Miami you 252ber colored Faggot BmoreHumble,Offensive Speech
Lmao drake is on some bullshit with Serena Williams wallah she looks like a tranny,Offensive Speech
Lmao he left that bitch128514128514128514128514,Offensive Speech
Lmao if I catch u in tha field Im blowin 1282991281681282991281681282991281688220HorsepowerWill PAPERCHAYSIN shut yo bitch ass up opp lol8221,Offensive Speech
Lmao let these hoes be hoes aint no Savin nem,Hate Speech
Lmao look at these hoes RT RareHipHopPic httptcolOCEXe8Rcd,Offensive Speech
Lmao redskins turnin up,No Hate and No offensive Speech
Lmao shorty twitter name is pussy 2 chubbylmfao im dead,Offensive Speech
Lmao that the funniest way to disrespect a person by calling him a itty bitty bitch Makes me feel low in life,Offensive Speech
Lmao the shovel video is pretty awesome she went down like a ton of bricks lol Gotta love honky riff raff savages That is all,No Hate and No offensive Speech
Lmao they got the Titanfall jump in this bitch,Offensive Speech
Lmao this bitch high asf and she asked me Do I look high,Offensive Speech
Lmao this bitch thinks she fancy with some michael kors,Offensive Speech
Lmao this bitch,Offensive Speech
Lmao trifling ass bitch,Offensive Speech
Lmao wack ass rappers stay mad make better music then little bitch RT FreddieGibbs Bjames055 get on the suck my dick list,Offensive Speech
Lmao wallah youre nasty bitch,Offensive Speech
Lmao RT CapoToHeaven Lmao RT HeauxmerSimpson AtlanticCity youll never be Vegas You faggot punk bitch,Offensive Speech
Lmao RT ChollieGrapes Is fish pussy wett,Offensive Speech
Lmao RT HUMonTHESE Harden look like the last air bender out this bitch httptcojN8exkXf,Offensive Speech
Lmao You niggas regionally picky about hoes now Just say anything on Twitter Makes its fun tho,Hate Speech
Lmao RT CarmelIoAnthony NOBODY cleans a house FASTER than a nigga expecting some pussy,Offensive Speech
Lmao I still feel played bout this hoe,Offensive Speech
Lmao These hoes,Offensive Speech
"Lmaoo 8220LeanandCuisine Bad bitch Can I hit that

You matching or

Bad bitch bats eyelashes

are you matching or8221",Offensive Speech
Lmaoo I shouldve seen that coming RT DatBoyRayT 1AlaaZ fat bitches need love to Craig,Offensive Speech
